2|natura
24C221|Saturno e i suoi figli ('Planetenkinder') ~ Acquario e Capricorno
24C222|Giove e i suoi figli ('Planetenkinder') ~ Pesci e Sagittario
24C223|Marte e i suoi figli ('Planetenkinder') ~ Ariete e Scorpione
24C224|Sole e i suoi figli ('Planetenkinder') ~ Leone
24C225|Venere e i suoi figli ('Planetenkinder') ~ Toro e Bilancia
24C226|Mercurio e i suoi figli ('Planetenkinder') ~ Gemelli e Vergine
24C227|Luna e i suoi figli ('Planetenkinder') ~ Cancro
24C3|gruppo di pianeti come rappresentazione simbolica di metalli
24C31|Sole come rappresentazione dell’oro
24C32|Luna come rappresentazione dell’argento
24C33|Mercurio come rappresentazione del mercurio
24C34|Venere come rappresentazione del rame
24C35|Marte come rappresentazione del ferro
24C36|Giove come rappresentazione dello stagno
24C37|Saturno come rappresentazione del piombo
24C39|altri corpi celesti come rappresentazione di metalli
24C39(...)|altri corpi celesti come rappresentazione di metalli (col NOME)
24C39(URANUS)|Urano come rappresentazione del platino
24D|stelle
24D0|rappresentazione allegorica o simbolica di stelle
24D1|stelle e costellazioni
24D1(...)|stelle e costellazioni (col NOME)
24D1(ORION)|stelle e costellazioni: Orione
24D1(POLARIS)|stelle e costellazioni: Polaris, stella polare
24D1(SIRIUS)|stelle e costellazioni: Sirio
24D11|catasterismo, rendere onore a una persona includendola tra le stelle
24D2|galassie
24D21|Via Lattea
24D211|origine della Via Lattea (Giunone che allatta Ercole)
24D4|altre galassie o sistemi stellari
24D4(...)|altre galazzie o sistemi stellari (col NOME)
24E|fenomeni astronomici
24E1|cometa
24E10|'Cometa, ninfa dell'aria' (Ripa)
24E2|meteora
24E3|meteoriti
24F|firmamento, cielo
24F1|contemplare il firmamento
24F2|stelle nel firmamento
24G|sfere ~ cieli
24G1|empireo
25|terra, mondo come corpo celeste
250|'Mondo', 'Machina del mondo' (Ripa)
25A|carte geografiche, atlante
25A1|planisfero, carta del mondo
25A11|carta di forma circolare o quadrata in conformità con le antiche opinioni sulla forma del mondo
25A111|centro del mondo, 'omphalos' (su carte o atlante)
25A1111|carta con Gerusalemme come centro
25A1112|carta con Delfi come 'omphalos'
25A12|proiezioni moderne ~ carte del mondo
25A13|globo
25A131|globo in forma di icosaedro
25A14|le quattro direzioni principali, punti cardinali
25A141|nord (uno dei quattro punti cardinali
25A1410|'Settentrione' (Ripa)
25A142|est (uno dei quattro punti cardinali)
25A1420|'Oriente' (Ripa)
25A1421|orientamento, rivolgersi a est
25A143|sud (uno dei quattro punti cardinali
25A1430|'Mezzodì' (Ripa)
25A144|ovest (uno dei quattro punti cardinali)
25A1440|'Occidente' (Ripa)
25A15|latitudine e longitudine
25A151|latitudine
25A1511|equatore
25A1512|tropici
25A152|longitudine
25A1521|meridiano
25A2|carte dei continenti e delle regioni polari
25A21|(carta dell') Europa
25A22|(carta dell') Asia
25A23|(carta dell') Eurasia
25A24|(carta dell') Africa
25A25|(carta dell') America
25A251|(carta dell') Nord America
25A252|(carta dell') Sud America
25A26|carta dell') Australia
25A27|(carta delle) regioni polari, zone glaciali
25A271|(carta del) Polo nord
25A272|(carta del) Polo sud
25A3|carte dei singoli paesi o regioni
25A3(...)|carte dei singoli paesi o regioni (col NOME)
25A4|carte di città
25A4(...)|carte di città (col NOME)
25A5|carte nautiche
25A9|esecuzione delle carte
25A90|'Corografia', 'Geografia', 'Hidrografia' (Ripa)
25A91|geodesia, agrimensura
25A910|'Altimetria' (Ripa)
25A911|strumenti usati in geodesia, strumenti per misurare
25A911(...)|strumenti usati in geodesia, strumenti per misurare (col NOME)
25A9111|Bastone di Giacobbe, ballestriglia (strumenti per misurare)
25B|rappresentazioni allegoriche dei continenti
25B1|rappresentazione allegorica dell'Europa; 'Europa' (Ripa)
25B2|rappresentazione allegorica dell'Asia; 'Asia' (Ripa)
25B3|rappresentazione allegorica dell'Africa; 'Africa' (Ripa)
25B4|rappresentazione alegorica dell'America; 'America' (Ripa)
25B5|rappresentazione allegorica dell'Australia
25B6|rappresentazione allegorica delle regioni polari, delle zone glaciali
25B61|rappresentazione allegorica del Polo Nord
25B62|rappresentazione allegorica del Polo Sud
25C|fenomeni geologici
25C1|vulcanismo
25C11|eruzione (di vulcano)
25C111|torrente, colata di lava
25C112|nube di cenere
25C12|vulcano
25C13|sorgente termale, geyser
25C14|fumarole, solfatare, ecc.
25C15|sisma, terremoto
25C150|'Terremoto' (Ripa)
25C151|conseguenze del sisma, terremoto
25C16|origine di una catena montuosa, ecc.
25C17|origine di un'isola
25C19|vulcano spento
25C191|formazioni vulcaniche
25C192|lava solidificata
25C2|magnetismo terrestre
25C21|bussola
25C211|rosa dei venti
25D|varietà di rocce; minerali e metalli; terreno
25D1|varietà di rocce
25D11|pietre preziose e semipreziose
25D11(...)|pietre preziose e semipreziose (col NOME)
25D11(ALMANDINE)|pietre preziose e semipreziose: almandino
25D11(AMETHYST)|pietre preziose e semipreziose: ametista
25D11(CHALCEDONY)|pietre preziose e semipreziose: calcedonio
25D11(CHRYSOBERYL)|pietre preziose e semipreziose: crisoberillo
25D11(CHRYSOLITE)|pietre preziose e semipreziose: crisolito
25D11(CHRYSOPRASE)|pietre preziose e semipreziose: crisoprasio
25D11(DIAMOND)|pietre preziose e semipreziose: diamante
25D11(EMERALD)|pietre preziose e semipreziose: smeraldo
25D11(JASPER)|pietre preziose e semipreziose: diaspro
25D11(ROCK-CRYSTAL)|pietre preziose e semipreziose: cristallo di rocca
25D11(RUBY)|pietre preziose e semipreziose: rubino
25D11(SAPPHIRE)|pietre preziose e semipreziose: zaffiro
25D11(TOPAZ)|pietre preziose e semipreziose: topazio
25D11(TURQUOISE)|pietre preziose e semipreziose: turchese
25D12|varietà di pietre non preziose
25D12(...)|varietà di pietre non preziose (col NOME)
25D12(CHALK)|varietà di pietre non preziose: gesso
25D12(FLINT)|varietà di pietre non preziose: selce
25D12(MARBLE)|varietà di pietre non preziose: marmo
25D12(PUMICE)|varietà di pietre non preziose: pomice
25D13|minerali e metalli
25D13(...)|minerali e metalli (col NOME)
25D13(BITUMEN)|minerali e metalli: bitume
25D13(COPPER)|minerali e metalli: rame
25D13(GOLD)|minerali e metalli: oro
25D13(IRON)|minerali e metalli: ferro
25D13(LEAD)|minerali e metalli: piombo
25D13(MAGNETITE)|minerali e metalli: magnetite
25D13(MERCURY)|minerali e metalli: mercurio
25D13(PLATINUM)|minerali e metalli: platino
25D13(SILVER)|minerali e metalli: argento
25D13(SULPHUR)|minerali e metalli: zolfo
25D13(TIN)|minerali e metalli: stagno
25D14|varietà di rocce di origine animale o vegetale
25D141|antracite
25D142|lignite
25D143|ambra (resina fossile)
25D15|cristalli
25D2|terreno
25D21|terra (tipi di terreno
25D211|humus (tipi di terreno)
25D22|ghiaia (tipi di terreno)
25D23|sabbia (tipi di terreno)
25D24|argilla (tipi di terreno)
25D241|loam, terriccio (tipi di terreno)
25D242|loess (tipo di terreno)
25D25|torba (tipo di terreno)
25D26|fango, mota (tipo di terreno)
25D29|polvere (tipo di terreno)
25D3|estrazione di minerali
25D31|miniera
25D311|miniera a cielo aperto; sbancamento
25D312|pozzi e gallerie (di una miniera)
25D32|minatore
25D321|cercatore (d'oro, ecc.)
25D33|strutture di superficie di una miniera e zona circostante
25D34|cava
25D35|fusione, estrazione dal minerale grezzo; altoforno
25D4|fluidi e gas estratti dalla terra
25D41|acqua minerale
25D411|sorgente medicinale
25D42|altri fluidi estratti dalla terra (ad eccezione del petrolio)
25D42(...)|altri fluidi estratti dalla terra (ad eccezione del petrolio) (col NOME)
25D421|sorgente (fluidi estratti dalla terra)
25D43|petrolio; raffineria di petrolio
25D431|trivellazione per petrolio
25D4311|derrick, torre di sondaggio ~ petrolio
25D4312|piattaforma (marina) per trivellazione
25D432|pompaggio di petrolio
25D4321|gusher, pozzo di petrolio ad eruzione spontanea ~ petrolio
25D433|trasporto di petrolio
25D4331|oleodotto ~ trasporto di petrolio
25D434|raffineria ~ petrolio
25D435|serbatoi
25D44|asfalto
25D45|gas estratti dalla terra
25D451|gas estratti dal carbone, ecc.
25D4511|officina del gas
25D4512|gasometro industriale, serbatoio per il gas
25D5|movimenti negli strati geologici
25E|suddivisione geologico-cronologica; geologia storica, era geologica
25E(...)|suddivisione geologico-cronologica; geologia storica, era geologica (col NOME del era)
25E(BIG BANG)|suddivisione geologico-cronologica; geologia storica, era geologica: teoria del Big Bang
25E(CENOZOIC)|suddivisione geologico-cronologica; geologia storica, era geologica: Cenozoico
25E(PALEOZOIC)|suddivisione geologico-cronologica; geologia storica, era geologica: Paleozoico
25E(TERTIARY)|suddivisione geologico-cronologica; geologia storica, era geologica: Terziario
25F|animali
25F1|gruppi di animali
25F2|mammiferi
25F21|gruppi di mammiferi
25F22|scimmie, scimmie antropomorfe
25F22(...)|scimmie, scimmie antropomorfe (col NOME)
25F22(BABOON)|scimmie, scimmie antropomorfe: babbuino
25F23|predatori, rapaci
25F23(...)|predatori, rapaci (col NOME)
25F23(BADGER)|predatori, rapaci: tasso
25F23(BEAR)|predatori, rapaci: orso
25F23(CHEETAH)|predatori, rapaci: ghepardo
25F23(ERMINE)|predatori, rapaci: ermellino
25F23(FERRET)|predatori, rapaci: furetto
25F23(FOX)|predatori, rapaci: volpe
25F23(HYENA)|predatori, rapaci: iena
25F23(ICHNEUMON)|predatori, rapaci: icneumone
25F23(LEOPARD)|predatori, rapaci: leopardo
25F23(LION)|predatori, rapaci: leone
25F23(LYNX)|predatori, rapaci: lince
25F23(MANGOUSTE)|predatori, rapaci: mangusta
25F23(MARTEN)|predatori, rapaci: martora
25F23(OTTER)|predatori, rapaci: lontra
25F23(PANTHER)|predatori, rapaci: pantera
25F23(POLAR BEAR)|predatori, rapaci: orso bianco
25F23(SABLE)|predatori, rapaci: zibellino
25F23(TIGER)|predatori, rapaci: tigre
25F23(WEASEL)|predatori, rapaci: donnola
25F23(WOLF)|predatori, rapaci: lupo
25F24|ungulati
25F24(...)|ungulati (col NOME)
25F24(ANTELOPE)|ungulati: antilope
25F24(BISON)|ungulati: bisonte
25F24(BOAR)|ungulati: cinghiale
25F24(CAMEL)|ungulati: cammello
25F24(DEER)|ungulati: daino
25F24(DROMEDARY)|ungulati: dromedario
25F24(ELK)|ungulati: alce
25F24(GAZELLE)|ungulati: gazzella
25F24(GIRAFFE)|ungulati: giraffa
25F24(GNU)|ungulati: gnu
25F24(HIPPOPOTAMUS)|ungulati: ippopotamo
25F24(IBEX)|ungulati: stambecco
25F24(MUSK-DEER)|ungulati: mosco
25F24(ONAGER)|ungulati: onagro
25F24(ORYX)|ungulati: orice
25F24(QUAGGA)|ungulati: quagga
25F24(RHINOCEROS)|ungulati: rinoceronte
25F24(STAG)|ungulati: cervo
25F24(ZEBRA)|ungulati: zebra
25F25|proboscidati
25F25(...)|proboscidati (col NOME)
25F25(ELEPHANT)|proboscidati: elefante
25F26|roditori
25F26(...)|roditori (col NOME)
25F26(BEAVER)|roditori: castoro
25F26(HARE)|roditori: lepre
25F26(MOUSE)|roditori: topo
25F26(MUSK-RAT)|roditori: topo muschiato
25F26(RABBIT)|roditori: coniglio
25F26(RAT)|roditori: ratto
25F26(SQUIRREL)|roditori: scoiattolo
25F26(WOMBAT)|roditori: vombato
25F27|mammiferi acquatici
25F27(...)|mammiferi acquatici (col NOME)
25F27(DOLPHIN)|mammiferi acquatici: delfino
25F27(SEAL)|mammiferi acquatici: foca
25F27(WHALE)|mammiferi acquatici: balena
25F28|mammiferi volatili, chirotteri
25F28(...)|mammiferi volatili, chirotteri (col NOME)
25F28(BAT)|mammiferi volatili, chirotteri: pipistrello
25F29|altri mammiferi
25F29(...)|altri mammiferi (col NOME)
25F29(ARMADILLO)|altri mammiferi: armadillo
25F29(HEDGEHOG)|altri mammiferi: istrice
25F29(KANGAROO)|altri mammiferi: canguro
25F29(MOLE)|altri mammiferi: talpa
25F29(PORCUPINE)|altri mammiferi: porcospino
25F29(SLOTH)|altri mammiferi: folivora
25F3|uccelli
25F31|gruppi di uccelli
25F32|uccelli canori
25F32(...)|uccelli canori (col NOME)
25F32(BLACKBIRD)|uccelli canori: merla
25F32(CROW)|uccelli canori: corvo
25F32(FINCH)|uccelli canori: fringuello
25F32(GOLDFINCH)|uccelli canori: cardellino
25F32(JACKDAW)|uccelli canori: cornacchia
25F32(LARK)|uccelli canori: allodola
25F32(MAGPIE)|uccelli canori: gazza
25F32(NIGHTINGALE)|uccelli canori: usignolo
25F32(RAVEN)|uccelli canori: corvo
25F32(ROBIN)|uccelli canori: pettirosso
25F32(SPARROW)|uccelli canori: passero
25F32(STARLING)|uccelli canori: storno
25F32(SWALLOW)|uccelli canori: rondine
25F32(THRUSH)|uccelli canori: tordo
25F32(TIT)|uccelli canori: cincia
25F32(WAGTAIL)|uccelli canori: cutrettola
25F32(WARBLER)|uccelli canori: warbler (embarizidi passeriformi)
25F32(WHITE THROAT)|uccelli canori: silvia
25F32(WREN)|uccelli canori: scricciolo
25F33|uccelli rapaci
25F33(...)|uccelli rapaci (col NOME)
25F33(EAGLE)|uccelli rapaci: aquila
25F33(FALCON)|uccelli rapaci: falcone
25F33(FISH-HAWK)|uccelli rapaci: falco pescatore
25F33(HAWK)|uccelli rapaci: falco
25F33(KITE)|uccelli rapaci: nibbio
25F33(SPARROW-HAWK)|uccelli rapaci: sparviero
25F33(VULTURE)|uccelli rapaci: avvoltoio
25F34|uccelli strigiformi
25F35|uccelli ornamentali
25F35(...)|uccelli ornamentali (col NOME)
25F35(BIRD OF PARADISE)|uccelli ornamentali: uccello del paradiso
25F35(COCKATOO)|uccelli ornamentali: cacatua
25F35(HORNBILL)|uccelli ornamentali: bucero
25F35(PARROT)|uccelli ornamentali: pappagallo
25F35(PEACOCK)|uccelli ornamentali: pavone
25F36|uccelli acquatici
25F36(...)|uccelli acquatici (col NOME)
25F36(COOT)|uccelli acquatici: folaga
25F36(DIPPER)|uccelli acquatici: merlo acquaiolo
25F36(DUCK)|uccelli acquatici: anatra
25F36(GOOSE)|uccelli acquatici: oca
25F36(PELICAN)|uccelli acquatici: pellicano
25F36(SWAMP-HEN)|uccelli acquatici: pollosultano
25F36(SWAN)|uccelli acquatici: cigno
25F37|caradri e trampolieri
25F37(...)|caradri e trampolieri (col NOME)
25F37(BITTERN)|caradri e trampolieri: tarabuso
25F37(CRANE)|caradri e trampolieri: gru
25F37(GULL)|caradri e trampolieri: gabbiano
25F37(HERON)|caradri e trampolieri: airone
25F37(IBIS)|caradri e trampolieri: ibis
25F37(LAPWING)|caradri e trampolieri: pavoncella
25F37(MARABOU)|caradri e trampolieri: marabù
25F37(PLOVER)|caradri e trampolieri: piviere
25F37(PURPLE WATER-HEN)|caradri e trampolieri: gallinella d'acqua
25F37(SNIPE)|caradri e trampolieri: beccaccino
25F37(STORK)|caradri e trampolieri: cicogna
25F37(TROCHILUS)|caradri e trampolieri: piviere
25F37(WOODCOCK)|caradri e trampolieri: beccaccia
25F38|colombiformi e rallidi
25F38(...)|colombiformi e rallidi (col NOME)
25F38(BUSTARD)|colombiformi e rallidi: ottarda
25F38(OSTRICH)|colombiformi e rallidi: struzzo
25F38(PARTRIDGE)|colombiformi e rallidi: pernice
25F38(PHEASANT)|colombiformi e rallidi: fagiano
25F38(QUAIL)|colombiformi e rallidi: quaglia
25F38(TURKEY)|colombiformi e rallidi: tacchino
25F39|altri uccelli
25F39(...)|altri uccelli (col NOME)
25F39(CUCKOO)|altri uccelli: cuculo
25F39(DODO)|altri uccelli: dodo
25F39(DOVE)|altri uccelli: colomba
25F39(HOOPOE)|altri uccelli: upupa
25F39(HUMMING-BIRD)|altri uccelli: colibrì
25F39(KINGFISHER)|altri uccelli: martin pescatore
25F39(TURTLE DOVE)|altri uccelli: tortora
25F39(WOODPECKER)|altri uccelli: picchio
25F39(WRYNECK)|altri uccelli: torcicollo
25F4|rettili
25F41|lacertidi
25F41(...)|lacertidi (col NOME)
25F41(CHAMELEON)|lacertidi: camaleonte
25F41(LIZARD)|lacertidi: lucertola
25F42|serpenti
25F42(...)|serpenti (col NOME)
25F42(VIPER)|serpenti: vipera
25F43|coccodrilli
25F43(...)|coccodrilli (col NOME)
25F43(ALLIGATOR)|coccodrilli: alligatore
25F43(CROCODILE)|coccodrilli: coccodrillo
25F44|testuggini, tartarughe
25F5|anfibi
25F51|anfibi anuri
25F51(...)|anfibi anuri (col NOME)
25F51(FROG)|anfibi anuri: rana
25F51(TOAD)|anfibi anuri: rospo
25F52|anfibi urodeli
25F52(...)|anfibi urodeli (col NOME)
25F6|pesci
25F6(...)|pesci (col NOME)
25F61|condritti
25F61(...)|condritti (col NOME)
25F61(DOGFISH)|condritti: pescecane
25F61(RAY)|condritti: razza
25F61(SAWFISH)|condritti: pesce sega
25F61(SHARK)|condritti: squalo
25F62|osteitti
25F62(...)|osteitti (col NOME)
25F62(BARBEL)|osteitti: barbio
25F62(BUTTERFISH)|osteitti: butterfish (peprilus triachantus)
25F62(CARP)|osteitti: carpa
25F62(HERRING)|osteitti: aringa
25F62(HIPPOCAMPUS)|osteitti: ippocampo
25F62(LUNGFISH)|osteitti: dipnoo
25F62(MACKEREL)|osteitti: maccarello
25F62(MULLET)|osteitti: triglia
25F62(PIKE)|osteitti: luccio
25F62(PILOT-FISH)|osteitti: pesce pilota
25F62(RED HERRING)|aringa rossa o aringa affumicata : Usare 41 C 68 (SMOKED HERRING); aringa : Usare 25 F 62 (HERRING)
25F62(ROACH)|osteitti: lasca
25F62(SALMON)|osteitti: salmone
25F62(SARDINE)|osteitti: sardina
25F62(SCARUS)|osteitti: scaro (pesce pappagallo)
25F62(SEA-BREAM)|osteitti: pagello
25F62(SEA-DEVIL)|osteitti: razza
25F62(SEA-PERCH)|osteitti: pesce persico
25F62(SEA-WOLF)|osteitti: pesce lupo
25F62(SHEAT-FISH)|osteitti: siluro d'Europa
25F62(STURGEON)|osteitti: storione
25F62(SUN-FISH)|osteitti: pesce luna
25F62(SWORD-FISH)|osteitti: pescespada
25F62(TUNNY)|osteitti: tonno
25F62(WEEVER)|osteitti: trachino
25F63|anguilliformi
25F63(...)|anguilliformi (col NOME)
25F63(EEL)|anguilliformi: anguilla
25F63(LAMPREY)|anguilliformi: lampreda
25F63(SEA-EEL)|anguilliformi: anguilla di mare
25F64|pesci abissali
25F64(...)|pesci abissali (col NOME)
25F65|altri pesci
25F65(...)|altri pesci (col NOME)
25F7|invertebrati
25F71|artropodi
25F711|insetti
25F711(...)|insetti (col NOME)
25F711(ANT)|insetti: formica
25F711(BEE)|insetti: ape
25F711(BEETLE)|insetti: coleottero
25F711(BUTTERFLY)|insetti: farfalla
25F711(CATERPILLAR)|insetti: bruco
25F711(CICADA)|insetti: cicala
25F711(CRICKET)|insetti: grillo
