2|Natur
31AA4421|anthropomorphes Wesen mit drei Gesichtern: vultus trifons - AA - weibliche Figur
31AA44211|caput triciput, signum triceps - AA - weibliche Figur
31AA4422|anthropomorphes Wesen mit zwei Oberkörpern - AA - weibliche Figur
31AA443|anthropomorphe Wesen mit Gliedmaßen, Organen etc. an ungewöhnlichen Stellen - AA - weibliche Figur
31AA4431|oculi in humeris habentes - AA - weibliche Figur
31AA444|anthropomorphe Wesen mit Körperteilen von abnormer Form - AA - weibliche Figur
31AA4441|exzessive Behaarung - AA - weiblich
31AA44411|Wilder Mann - AA - weiblich
31AA44412|Person mit einem enormen Bart - AA - weiblich
31AA45|Monster von gemischter Mensch- und Tiergestalt; Ripa: Mostri - AA - weibliche Figur
31AA451|Monster in Tiergestalt (von unbestimmbarer Gattung) - AA - weibliche Figur
31AA4511|Monster mit Tierkopf - AA - weibliche Figur
31AA45111|Monster mit drei Tierköpfen - AA - weibliche Figur
31AA4512|Tiere mit Menschenkopf - AA - weibliche Figur
31AA4512(...)|Tiere mit Menschenkopf (mit NAMEN) - AA - weibliche Figur
31AA452|Monster in Gestalt von Säugetieren - AA - weibliche Figur
31AA4521|Monster in Gestalt von Haustieren - AA - weibliche Figur
31AA45211|Cynocephalus - AA - weibliche Figur
31AA4522|Monster in Gestalt von Affen - AA - weibliche Figur
31AA4523|Monster in Gestalt von Raubtieren (Sphinx; Manticora) - AA - weibliche Figur
31AA45231|Sphinx (Mischwesen aus Löwe und Frau); Ripa: Sfinge - AA - weibliche Figur
31AA45232|Manticora - AA - weibliche Figur
31AA4524|Monster in Gestalt von Huftieren - AA - weibliche Figur
31AA4525|Monster in Gestalt von Rüsseltieren - AA - weibliche Figur
31AA4526|Monster in Gestalt von Nagetieren - AA - weibliche Figur
31AA4527|Monster in Gestalt von Meeressäugern - AA - weibliche Figur
31AA4528|Monster in Gestalt von Flugsäugetieren - AA - weibliche Figur
31AA4529|Monster in Gestalt von anderen Säugetieren - AA - weibliche Figur
31AA453|Monster in Gestalt von Vögeln - AA - weiblich
31AA4531|Sirene (Vogel mit Frauenkopf) - AA - weiblich
31AA454|Monster in Gestalt von Reptilien - AA - weibliche Figur
31AA4541|Monster in Gestalt von Eidechsen - AA - weibliche Figur
31AA4542|Monster in Gestalt von Schlangen - AA - weibliche Figur
31AA455|Monster in Gestalt von Amphibien - AA - weibliche Figur
31AA456|Monster in Gestalt von Fischen - AA - weibliche Figur
31AA4561|Meermann, Triton - AA - Nixe, Sirene
31AA457|Monster in Gestalt von niederen Tieren - AA - weibliche Figur
31AA458|Fabelwesen mit Flügeln - AA - weibliche Figur
31AA4581|Fee - AA - weibliche Figur
31AA4582|Elfe - AA - weibliche Figur
31AA46|Krankheiten - AA - weibliche Figur
31AA461|Schmerz - AA - weibliche Figur
31AA4611|Fieber - AA - weibliche Figur
31AA46110|Ripa: Febre - AA - weibliche Figur
31AA462|Krankheiten, die den ganzen Körper befallen - AA - Epidemien
31AA462(...)|Krankheiten, die den ganzen Körper befallen (mit NAMEN) - AA - Epidemien
31AA4621|Pest - AA - Pestepidemie
31AA46210|Personifikation der Pest - AA - Personifikation der Pestepidemie; Ripa: Peste overo Pestilentia
31AA4622|Lepra, Aussatz - AA - Epidemien
31AA46221|Leprarassel - AA - Epidemien
31AA46222|Leprosorium - AA - Epidemien
31AA46223|Prozession von Leprakranken - AA - Epidemien
31AA4623|(andere) ansteckende Krankheiten - AA - Epidemien
31AA4623(...)|(andere) ansteckende Krankheiten (mit NAMEN) - AA - Epidemien
31AA46230|Personifikation einer ansteckenden Krankheit; Ripa: Contagione - AA - Epidemien
31AA4624|Haut- und Geschlechtskrankheiten - AA - Epidemien
31AA4624(...)|Haut- und Geschlechtskrankheiten (mit NAMEN) - AA - Epidemien
31AA4624(SYPHILIS)|Haut- und Geschlechtskrankheiten: Syphilis - AA - Epidemien
31AA46241|Jucken, Juckreiz - AA - Epidemien
31AA46242|Geschwür, Eiterbeule - AA - Epidemien
31AA4625|Wassersucht - AA - Epidemien
31AA4626|aids - AA - Aids-Epidemie
31AA4629|Vergiftung - AA - Epidemien
31AA4629(...)|Vergiftung (mit NAMEN) - AA - Epidemien
31AA4629(ERGOTISM)|Vergiftung: Mutterkornvergiftung - AA - Epidemien
31AA463|Krankheiten, die Teile des Körpers befallen - AA - weibliche Figur
31AA463(...)|Krankheiten, die Teile des Körpers befallen (mit NAMEN) - AA - weibliche Figur
31AA4631|Knochenbrüche - AA - weibliche Figur
31AA4632|Infektionen und Wunden - AA - weibliche Figur
31AA46321|Narbe, Wundmal - AA - weibliche Figur
31AA4633|Krankheiten des Kopfes oder von Teilen des Kopfes - AA - weibliche Figur
31AA46331|Kopfschmerz - AA - weibliche Figur
31AA46332|Erkältung - AA - weibliche Figur
31AA463321|niesen - AA - weibliche Figur
31AA463322|husten - AA - weibliche Figur
31AA46333|Zahnschmerzen - AA - weibliche Figur
31AA4634|Tumore - AA - weibliche Figur
31AA46341|äußerliche Tumore - AA - weibliche Figur
31AA46342|innerliche Tumore - AA - weibliche Figur
31AA464|Gefühlskrankheit, Geistesgestörtheit, Verrücktheit - AA - weibliche Figur
31AA4640|Verrücktheit - AA - weibliche Figur
31AA4641|Besessenheit (von Dämonen) - AA - weibliche Figur
31AA4642|Manie, Obsession - AA - weibliche Figur
31AA46421|epidemische Obsession - AA - weibliche Figur
31AA464211|Tanzzwang, Veitstanz - AA - weibliche Figur
31AA469|Gesundheit - AA - weibliche Figur
31AA4690|Gesundheit; Sanitas; Ripa: Sanità - AA - weibliche Figur
31AA5|Körperpflege, Hygiene - AA - weibliche Figur
31AA51|Toilette machen - AA - (für) Frauen
31AA511|Spiegel - AA - (für) Frauen
31AA5111|In den Spiegel sehen; (möglicherweise: Betrachtung der eigenen Schönheit - AA - (für) Frauen)
31AA51111|Spiegelung (in einem Spiegel) - AA - (für) Frauen
31AA511111|Verzerrung - AA - (für) Frauen
31AA5112|wunderbare Verschönerung - AA - (für) Frauen
31AA512|Juwelen anlegen - AA - (für) Frauen
31AA513|Make-up - AA - (für) Frauen
31AA514|Gebrauch von Wohlgerüchen, Parfüms, Salben etc. - AA - (für) Frauen
31AA5141|Wohlgerüche - AA - (für) Frauen
31AA5141(...)|Wohlgerüche (mit NAMEN) - AA - (für) Frauen
31AA5142|Parfüms - AA - (für) Frauen
31AA5142(...)|Parfüms (mit NAMEN) - AA - (für) Frauen
31AA5143|Salben - AA - (für) Frauen
31AA5144|Puder (zur Körperpflege) - AA - (für) Frauen
31AA5145|Utensilien für die Körperpflege - AA - (für) Frauen
31AA5145(...)|Utensilien für die Körperpflege (mit NAMEN) - AA - (für) Frauen
31AA51451|Parfümkugel, Moschuskugel - AA - (für) Frauen
31AA51452|Parümflasche, Flacon - AA - (für) Frauen
31AA51453|Salbgefäß - AA - (für) Frauen
31AA51454|Puderdose - AA - (für) Frauen
31AA51455|Lippenstift - AA - (für) Frauen
31AA515|Bemalen des Körpers oder des Gesichts - AA - (für) Frauen
31AA5151|Tätowierung - AA - (für) Frauen
31AA52|Hand- und Fußpflege - AA - weibliche Figur
31AA521|Maniküre - AA - weibliche Figur
31AA522|Pediküre - AA - weibliche Figur
31AA523|Spinario; Dornauszieher - AA - Mädchen
31AA53|Frisur - AA - (für) Frauen
31AA531|Haarpflege - AA - (für) Frauen
31AA5311|Kamm, Bürste und andere Utensilien für die Haarpflege - AA - (für) Frauen
31AA532|Haare schneiden - AA - (für) Frauen
31AA5321|Friseur - AA - (für) Frauen
31AA533|Frisurenmode, Haarmode - AA - (für) Frauen
31AA533(...)|Frisurenmode, Haarmode (mit NAMEN) - AA - (für) Frauen
31AA5331|Perücke - AA - (für) Frauen
31AA5332|kahlgeschorener Kopf - AA - (für) Frauen
31AA5333|Tonsur - AA - (für) Frauen
31AA5334|Haarlocke, -büschel, -strähne - AA - (für) Frauen
31AA5339|Kahlheit (Frisur) - AA - (für) Frauen
31AA534|Bart - AA - (für) Frauen
31AA5341|Schnurrbart - AA - (für) Frauen
31AA5342|Backenbart - AA - (für) Frauen
31AA5349|falscher Bart bzw. Schnurrbart - AA - (für) Frauen
31AA535|Friseur, Friseurladen - AA - (für) Frauen
31AA5351|Rasiermesser - AA - (für) Frauen
31AA5352|Rasierbecken, -schale - AA - (für) Frauen
31AA5353|rasieren, rasiert werden - AA - (für) Frauen
31AA53531|sich selbst rasieren - AA - (für) Frauen
31AA539|zerzaustes Haar - AA - (für) Frauen
31AA54|waschen und baden - AA - im Freien
31AA541|sich die Hände waschen - AA - im Freien
31AA542|sich das Gesicht und den Kopf waschen - AA - im Freien
31AA5421|Zähneputzen - AA - im Freien
31AA54211|Zahnbürste - AA - im Freien
31AA54212|Zahnstocher - AA - im Freien
31AA543|sich die Füße waschen - AA - im Freien
31AA544|die Füße einer anderen Person waschen - AA - im Freien
31AA545|ein Bad nehmen - AA - im Freien
31AA5451|öffentliche Bäder - AA - im Freien
31AA5452|Sitzbad - AA - im Freien
31AA5453|Dusche - AA - im Freien
31AA5454|Wannenbad - AA - im Freien
31AA5459|après le bain - AA - im Freien
31AA546|Toilettenartikel zum Waschen und Baden - AA - im Freien
31AA5461|Seife - AA - im Freien
31AA54611|Seifenblase - AA - im Freien
31AA5462|Bürste, Schwamm etc. (Toilettenartikel) - AA - im Freien
31AA5463|Handtuch - AA - im Freien
31AA5464|Bademantel, Morgenrock - AA - im Freien
31AA549|sich abtrocknen, abgetrocknet werden - AA - im Freien
31AA55|bekleidet und unbekleidet - AA - weibliche Figur
31AA551|sich ankleiden, angekleidet werden - AA - weibliche Figur
31AA5511|ein Korsett schnüren - AA - weibliche Figur
31AA552|sich ausziehen, ausgezogen werden - AA - weibliche Figur
31AA553|Schuhe oder Sandalen an- oder ausziehen - AA - weibliche Figur
31AA5531|Strümpfe an- oder ausziehen - AA - weibliche Figur
31AA554|jemanden anziehen - AA - weibliche Figur
31AA5541|jemanden ausziehen, entkleiden - AA - weibliche Figur
31AA559|teilweise angezogen - AA - weibliche Figur
31AA5591|Negligé - AA - weibliche Figur
31AA56|Diener - AA - Kammermädchen
31AA57|Insekten vom Körper verscheuchen - AA - weibliche Figur
31AA571|sogenannte mütterliche Fürsorge, Entlausung - AA - weibliche Figur
31AA572|jemanden auf Flöhe untersuchen - AA - weibliche Figur
31AA58|Bodybuilding - AA - weibliche Figur
31AA6|körperliche Bedürfnisse - AA - weibliche Figur
31AA61|urinieren - AA - weibliche Figur
31AA611|Nachttopf - AA - weibliche Figur
31AA62|Stuhlgang - AA - weibliche Figur
31AA621|Blähung - AA - weibliche Figur
31AA622|Verdauung - AA - weibliche Figur
31AA6220|Ripa: Digestione - AA - weibliche Figur
31AA63|Erbrechen - AA - weibliche Figur
31AA631|Schluckauf - AA - weibliche Figur
31AA64|sich die Nase putzen, sich schneuzen - AA - weibliche Figur
31AA65|(aus)spucken - AA - weibliche Figur
31AA651|Speichel, Spucke - AA - weibliche Figur
31AA66|schwitzen, Schweiß - AA - weibliche Figur
31AA8|der Körper als Maschine - AA - weibliche Figur
31AA9|Methoden, die vortäuschen, bestimmte Körperteile zu heilen oder zu verschönern - AA - weibliche Figur
31B|Verstand, Geist
31B0|symbolische Darstellungen, Allegorien und Embleme des Verstandes, des Geistes
31B1|Schlafen; Bewußtlosigkeit
31B10|Ripa: Sonno
31B11|im Bett schlafen
31B12|im Sitzen (auf einem Stuhl oder Sessel) schlafen
31B13|auf dem Boden schlafen
31B14|gähnen
31B15|sich (im oder nach dem Schlaf) ausstrecken
31B16|schlafengehen
31B161|zu Bett gehen
31B162|Siesta, Mittagsschlaf
31B17|aufwachen, erwachen
31B171|(vom Bett) aufstehen
31B18|Bewußtlosigkeit
31B181|Ohnmacht, Ohnmächtigwerden
31B19|(aus)ruhen
31B2|Vision
31B21|Vision in Trance oder Ekstase
31B3|Traum
31B31|Alptraum
31B32|Schlafwandeln
31B33|prophetischer Traum
31B34|Traumdeutung
31B4|Hypnose und Suggestion
31B5|Einwirkung von Alkoholika, Drogen und Stimulantien auf Geist und Verstand
31B51|(Alkohol-)Vergiftung
31B52|Rausch, (Be-)Trunkenheit
31B520|Ripa: Ubriachezza
31B521|Alkoholiker, Trinker, Säufer
31B522|lautstarker Streit unter Betrunkenen (in der Regel als Wirtshausschlägerei unter Bauern)
31B53|Sucht
31B531|Alkoholismus
31B59|Nüchternheit; Ripa: Sobrietà, Astinenza
31B591|Enthaltsamkeit, Abstinenz
31B6|Morphologie der menschlichen Ausdrucksformen
31B61|Morphologie der menschlichen Audrucksformen (generell)
31B62|Morphologie der Ausdrucksformen des Gesichts
31B621|Morphologie der Ausdrucksformen des Gesichts: Augen
31B6211|nach oben schauen
31B6212|nach unten schauen
31B6213|seitwärts schauen
31B6214|weinen
31B62141|Tränen
31B6215|gerunzelte Stirn; zusammengezogene Augenbrauen
31B6216|hochgezogene Augenbrauen
31B6217|geschlossene Augen
31B62171|mit einem Auge blinzeln bzw. zwinkern
31B622|Morphologie der Ausdrucksformen des Gesichts: Nase
31B6221|die Nase rümpfen
31B6222|(sich) die Nase zuhalten
31B6223|weit geöffnete Nasenlöcher
31B623|Morphologie der Ausdrucksformen des Gesichts: Mund
31B6231|zusammengepreßte Lippen
31B62311|gespitzte Lippen (wie für einen Kuß)
31B62312|pfeifen oder zischen
31B62313|lächeln
31B6232|leicht geöffneter Mund
31B62321|lachen
31B623210|Ripa: Riso
31B62322|Grimassen schneiden
31B62323|herausgestreckte Zunge
31B6233|weit geöffneter Mund
31B62331|weit geöffneter Mund, zusammengepresste Zähne
31B6234|kauen
31B62341|(ab-, hinein-)beißen
31B6235|sprechen
31B62350|Stimme
31B62351|schreien, rufen
31B62352|flüstern
31B62359|schweigen
31B623591|den Finger vor die Lippen legen; Silentium; Ripa: Silentio
31B623592|mit einem Band bzw. Tuch den Mund verbinden, knebeln
31B624|Morphologie der Ausdrucksformen des Gesichts: Wangen, Backen
31B6241|aufgeblasene Backen
31B6242|hohle Wangen, hohlwangig
31B625|Morphologie der Ausdrucksformen des Gesichts: Stirn
31B6251|gerunzelte, faltige Stirn
31B626|Morphologie der Ausdrucksformen des Gesichts: Kopfhaut, Haar
31B6261|aufgerichtete, zu Berge stehende Haare
31B6262|Haare ausrupfen, herausziehen
31B6263|sich am Kopf kratzen
31B7|weiser Mann
31B71|Genie
31B710|Ripa: Genio
31B8|Narr, Tölpel, Dummkopf
31B81|Methoden zur Heilung von Narren, Verrückten (Brauchtum)
31B811|den Kopf scheren (Methoden zur Heilung von Narren, Verrückten)
31B812|den Kopf backen, z.B durch den Bäcker von Eeclo (die Köpfe werden vorübergehend durch Kohlköpfe ersetzt)
31B813|reinigen, säubern (Methoden zur Heilung von Narren, Verrückten)
31B814|durch einen Trichter Flüssigkeit einflößen
31B9|weise Männer vs. Narren
31BB1|Schlafen; Bewußtlosigkeit - BB - im Freien
31BB10|Ripa: Sonno - BB - im Freien
31BB11|im Bett schlafen - BB - im Freien
31BB12|im Sitzen (auf einem Stuhl oder Sessel) schlafen - BB - im Freien
31BB13|auf dem Boden schlafen - BB - im Freien
31BB14|gähnen - BB - im Freien
31BB15|sich (im oder nach dem Schlaf) ausstrecken - BB - im Freien
31BB16|schlafengehen - BB - im Freien
31BB161|zu Bett gehen - BB - im Freien
31BB162|Siesta, Mittagsschlaf - BB - im Freien
31BB17|aufwachen, erwachen - BB - im Freien
31BB171|(vom Bett) aufstehen - BB - im Freien
31BB18|Bewußtlosigkeit - BB - im Freien
31BB181|Ohnmacht, Ohnmächtigwerden - BB - im Freien
31BB19|(aus)ruhen - BB - im Freien
31C|Geist (oder Seele) vs. Körper
31D|das menschliche Leben und die Lebensalter (jung, erwachsen, alt etc.)
31D1|die Lebensalter des Menschen
31D11|die Lebensalter des Menschen: erste Jahre
31D110|Kindheit (allegorisch)
31D111|die Lebensalter des Menschen: Säugling, Baby
31D1111|männlicher Säugling
31D1112|weiblicher Säugling
31D112|Kind (unbestimmten Geschlechts)
31D1120|Kindheit (allegorisch)
31D1121|die Lebensalter des Menschen: Kleinkind
31D11211|männliches Kleinkind
31D11212|weibliches Kleinkind
31D1122|Kind zwischen Kleinkindalter und Jugend (unbestimmten Geschlechts)
31D11221|Junge (Kind zwischen Kleinkindalter und Jugend)
31D112210|männliche Kindheit, Knabenalter (allegorisch)
31D11222|Mädchen (Kind zwischen Kleinkindalter und Jugend)
31D112220|weibliche Kindheit, Mädchenzeit (allegorisch)
31D1129|das Philosophische Kind ~ Alchemie
31D12|Jugendlicher, Heranwachsender
31D120|männliche Jugend, Adoleszenz; Iuventus; Ripa: Adolescenza, Gioventù
31D13|Mädchen, junge Frau
31D130|weibliche Jugend, Adoleszenz
31D14|erwachsener Mann
31D140|männliches Erwachsenenalter, Mündigkeit; Ripa: Virilità
31D15|erwachsene Frau
31D150|weibliches Erwachsenenalter
31D16|alter Mann
31D160|Greisenalter; Senectus; Ripa: Vecchiezza
31D161|stattlicher alter Mann; beau vieillard
31D162|häßlicher alter Mann
31D17|alte Frau
31D171|schöne alte Frau; belle vieille
31D172|häßliche alte Frau, altes Weib
31D2|Einteilung des menschlichen Lebens in Abschnitte
31D2(...)|Einteilung des menschlichen Lebens in Abschnitte; z.B. drei, vier, sieben, zwölf Abschnitte (mit ANZAHL)
31D21|Darstellung der menschlichen Lebensalter durch eine Treppe
31D21(...)|Darstellung der menschlichen Lebensalter durch eine Treppe (mit ANZAHL der Stufen)
31D3|Einteilung des menschlichen Lebens in Dekaden
31D30|0-10 Jahren
31D31|10-20 Jahre
31D32|20-30 Jahre
31D33|30-40 Jahre
31D34|40-50 Jahre
31D35|50-60 Jahre
31D36|60-70 Jahre
31D37|70-80 Jahre
31D38|80-90 Jahre
31D39|90-100 Jahre
31D4|Geburtstag
31D4(...)|Geburtstag (mit ANZAHL der Jahre)
31D41|... Jahre alt
31D41(...)|... Jahre alt (mit ANZAHL der Jahre)
31D5|Jugend versus Alter; jung und alt
31D51|Kinder, die sich wie Erwachsene benehmen
31D52|Erwachsene, die sich wie Kinder benehmen
31D6|Verjüngung
31D61|Jungbrunnen; Fontaine de Jouvence
31D62|Verjüngung durch Feuer oder durch Kochen
31D7|unnatürliches Altern
31D71|paidogeron (Kindgreis): Kind oder Jugendlicher mit Bart oder einem anderen Zeichen hohen Alters
31D8|Vornamen
31D81|Namenstag
31D82|das Individuum und sein Name
31D83|Pseudonym
31D84|Spitzname
31D85|einen Namen geben oder bekommen
31D9|die Zeitspanne des menschlichen Lebens
31D90|Ripa: Età in generale
31D91|langes Leben
31D910|Ripa: Vita longa
31D92|kurzes Leben
31D920|Ripa: Velocità della vita humana, Vita breve
31DD3|Einteilung des menschlichen Lebens in Dekaden - DD - Dekaden über 100 Jahren
31DD30|0-10 Jahren - DD - Dekaden über 100 Jahren
31DD31|10-20 Jahre - DD - Dekaden über 100 Jahren
31DD32|20-30 Jahre - DD - Dekaden über 100 Jahren
31DD33|30-40 Jahre - DD - Dekaden über 100 Jahren
31DD34|40-50 Jahre - DD - Dekaden über 100 Jahren
31DD35|50-60 Jahre - DD - Dekaden über 100 Jahren
31DD36|60-70 Jahre - DD - Dekaden über 100 Jahren
31DD37|70-80 Jahre - DD - Dekaden über 100 Jahren
31DD38|80-90 Jahre - DD - Dekaden über 100 Jahren
31DD39|90-100 Jahre - DD - Dekaden über 100 Jahren
31E|der Tod des Menschen
31E1|sterben
31E11|Klärung der Angelegenheiten bei einem Todesfall
31E111|ein Testament machen
31E112|Versammlung der Verwandten um einen Sterbenden
31E113|letzte Worte und letzte Wünsche, mündliches Testament
31E12|Totenbett
31E121|Tod im Glauben (friedlicher Tod) vs. Tod im Unglauben (Todesfurcht)
31E122|friedliches Sterben, glücklicher Tod
31E1221|Euthanasie; Ermöglichung eines leichten Sterbens
31E123|Todeskampf, qualvoller Tod, Todesfurcht
31E13|ars moriendi
31E14|der Tod in verschiedenen Lebensaltern
31E141|Totgeburt
31E142|Tod eines Kindes
31E143|Tod eines jungen Menschen
31E144|Tod eines Erwachsenen
31E15|Aufstieg zum Himmel ohne vorherigen Tod
31E2|Todesursachen
31E21|natürlicher Tod
31E211|Tod im hohen Alter
31E212|Tod durch Krankheit
31E213|plötzlicher Tod; sudden death
31E22|Tod durch Unfall (nicht-gewaltsamer Tod)
31E221|Unfalltod im Wasser
31E2211|Tod durch Ertrinken (nicht-gewaltsamer Tod)
31E2212|ertrunkene Person
31E222|Unfalltod durch extreme Temperatur
31E2221|Unfalltod durch Hitze
31E22211|Unfalltod durch Feuer
31E2222|Unfalltod durch Kälte
31E223|Unfalltod durch innere Ursachen
31E2231|Unfalltod durch Hunger
31E2232|Unfalltod durch Durst
31E2233|Unfalltod durch Luftmangel, Ersticken
31E2234|Unfalltod durch Gift
31E224|Unfalltod durch herunterfallende Gegenstände
31E225|Tod durch die Folgen eines Sturzes
31E228|Tod durch die Einwirkung der natürlichen Umgebung; im besonderen durch Naturkatastrophen
31E229|Tod durch unbeabsichtigte Wirkungen menschlicher Handlungen: im Straßenverkehr, bei der Arbeit etc.
31E23|gewaltsamer Tod; Tötung; Mißhandlung; den Tod suchen
31E231|gewaltsamer Tod durch die Elemente
31E2311|gewaltsamer Tod im Wasser
31E23111|ertränken, über eine Schiffsplanke ins Meer getrieben werden: Gefangene von Piraten (gewaltsamer Tod im Wasser)
31E231111|kielholen
31E23112|gewaltsamer Tod durch ununterbrochen herabtröpfelndes Wasser
31E2312|gewaltsamer Tod durch Feuer
31E23121|gewaltsamer Tod durch Verbrennen am (Marter-)Pfahl, auf dem Scheiterhaufen
31E231211|gewaltsamer Tod durch Verbrennen auf dem Bratrost
31E23122|gewaltsamer Tod durch die Folterung eines Körperteils mit Feuer
31E231221|gewaltsamer Tod durch Kochen, Sieden
31E23123|gewaltsamer Tod durch Elektrizität
31E231231|gewaltsamer Tod auf dem elektrischen Stuhl
31E2313|gewaltsamer Tod im Erdreich
31E23131|lebendig begraben werden (gewaltsamer Tod)
31E231311|vollständig begraben werden (gewaltsamer Tod)
31E231312|teilweise begraben werden (gewaltsamer Tod)
31E23132|lebendig eingemauert werden (gewaltsamer Tod)
31E2314|gewaltsamer Tod durch fehlende, verunreinigte Luft
31E23141|Ersticken durch Luftmangel
31E23142|Ersticken durch Gas (gewaltsamer Tod)
31E23143|Ersticken durch giftige Dämpfe
31E232|gewaltsamer Tod durch extreme Temperaturen
31E2321|gewaltsamer Tod durch Hitze (siedendes Blei, brennende Kohle etc.)
31E2322|gewaltsamer Tod durch Kälte
31E23221|gewaltsamer Tod durch Erfrieren
31E233|gewaltsamer Tod durch innere Ursachen
31E2331|gewaltsamer Tod durch Verhungern
31E23319|gewaltsamer Tod durch Überernährung, Überfressen
31E2332|gewaltsamer Tod durch Verdursten
31E2333|gewaltsamer Tod durch Gift
31E23331|gewaltsamer Tod durch vergiftetes Essen
31E23332|gewaltsamer Tod durch vergiftete Getränke
31E233321|gewaltsamer Tod durch einen Giftbecher, -kelch
31E23333|gewaltsamer Tod durch den Biß oder Stich eines giftigen Tieres
31E233331|gewaltsamer Tod durch einen Schlangenbiß
31E23334|gewaltsamer Tod durch einen vergifteten Gegenstand
31E23335|gewaltsamer Tod durch eine Giftspritze
31E234|gewaltsamer Tod durch Schläge, Tritte, Stiche etc.
31E2341|gewaltsamer Tod durch das Werfen bzw. Schleudern eines schweren Gegenstandes
31E23411|gewaltsamer Tod durch Steinigung
31E2342|gewaltsamer Tod durch einen Schlag auf den Kopf
31E23421|gewaltsamer Tod durch einen Schlag mit einem Gegenstand auf den Kopf
31E23422|gewaltsamer Tod durch ein Wurfgeschoß, das den Kopf trifft
31E23423|gewaltsamer Tod durch einen Schlag mit der Hand bzw. Faust auf den Kopf
31E2343|gewaltsamer Tod durch Schläge auf andere Körperteile
31E23431|gewaltsamer Tod durch Geißelung
31E2344|gewaltsamer Tod durch Zerkratzen
31E2345|gewaltsamer Tod durch Erstechen
31E23451|gewaltsamer Tod in einem Faß, durch dessen Seiten Nägel geschlagen worden sind
31E2346|gewaltsamer Tod durch eine Waffe
31E23461|gewaltsamer Tod durch einen Pfeil bzw. mehrere Pfeile
31E23462|gewaltsamer Tod durch eine Lanze oder einen Speer
31E23463|gewaltsamer Tod durch Hieb- und Stichwaffen
31E234631|gewaltsamer Tod durch das Schwert
31E234632|gewaltsamer Tod durch einen Dolch oder ein Messer
31E2347|gewaltsamer Tod durch Schußwaffen
31E23471|gewaltsamer Tod durch eine Bombe oder Handgranate
31E23472|gewaltsamer Tod durch Füsilierung
31E2348|gewaltsamer Tod durch Hinabwerfen von einer Anhöhe oder in eine Grube
31E23481|gewaltsamer Tod durch Hinabwerfen durch eine Falltür
31E235|gewaltsamer Tod durch Mißhandlung, Folter
31E2351|gewaltsamer Tod durch Streckung, Dehnung des Körpers
31E2352|gewaltsamer Tod durch Beugen, Krümmen des Körpers
31E2353|gewaltsamer Tod durch ungewöhnliche Fesselung
31E23531|gewaltsamer Tod durch Rädern
31E23532|gewaltsamer Tod durch Anbinden oder Fesseln hinter ein Fahrzeug oder ein Tier
31E2354|gewaltsamer Tod durch Erwürgen bzw. Strangulieren
31E23541|gewaltsamer Tod durch Zerquetschen
31E2355|gewaltsamer Tod durch Erhängen
31E2356|gewaltsamer Tod durch eine Kreuzigung
31E23561|gewaltsamer Tod durch eine Kreuzigung (der Gekreuzigte steht aufrecht)
31E23562|gewaltsamer Tod durch eine Kreuzigung (der Gekreuzigte hängt mit dem Kopf nach unten)
31E23563|gewaltsamer Tod durch Kreuzigung an einem Andreaskreuz
31E236|gewaltsamer Tod durch Verstümmelung
31E2361|gewaltsamer Tod durch Knochenbrechen
31E2362|gewaltsamer Tod durch Abschneiden, Absägen, Abreißen von Körperteilen
31E23621|gewaltsamer Tod durch Enthauptung
31E236211|gewaltsamer Tod durch Enthauptung mit einer Guillotine
31E236212|kopfloser Rumpf einer enthaupteten Person
31E236219|Kopf einer enthaupteten Person
31E2362191|Kopf einer enthaupteten Person auf einer Schüssel bzw. auf einem Teller
31E2362192|Kopf einer enthaupteten Person auf einem Pfahl oder einer Stange
31E2362193|Mißhandlung des Kopfes einer enthaupteten Person
31E23622|gewaltsamer Tod durch Ausreißen der Zunge
31E23623|gewaltsamer Tod durch Aufschlitzung, Herausreißen von Eingeweiden
31E23624|gewaltsamer Tod durch Vierteilung
31E23625|gewaltsamer Tod durch Blendung
31E2363|gewaltsamer Tod durch Schinden, Abziehen der Haut
31E2364|gewaltsamer Tod durch Öffnung der Arterien
31E2365|gewaltsamer Tod durch Vorwerfen eines/mehrerer Menschen vor wilde Tiere
31E237|gewaltsamer Tod durch psychische bzw. psychologische Mittel
31E238|den Tod suchen, Selbstmord, Freitod
31E2381|Selbstaufopferung, Tod für ein höheres Ziel
31E2382|Selbstmord aus Verzweiflung
31E3|der Leichnam
31E31|Bestätigung, Bescheinigung des Todes; Autopsie, postume Untersuchung
31E311|der letzte Atemzug eines Sterbenden wird dokumentiert, indem ihm eine Feder oder ein Spiegel unter die Nase gehalten wird
31E32|Scheintod
31E321|(Versuche zur) Wiederbelebung, z.B. durch künstliche Beatmung
31E33|Verwesung (des Leichnams)
31E331|Bewahrung eines Leichnams vor Verwesung und Zersetzung
31E3311|die Bergleute von Falun
31E3312|natürliche Mumifizierung
31E34|eine tote Person (auf)finden
31E4|von den Toten erwecken
31E5|Leben vs. Tod
31E51|Treffen zwischen den (drei) Lebenden und den (drei) Toten
31E52|Et in Arcadia ego
31EE22|Tod durch Unfall (nicht-gewaltsamer Tod) - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE221|Unfalltod im Wasser - EE - Verwundung durch einen Unfall (ohne Todesfolge)
31EE2211|Tod durch Ertrinken (nicht-gewaltsamer Tod) - EE - Verwundung durch einen Unfall (ohne Todesfolge)
